pk_interaction,fk_client,fk_produit,fk_canal,fk_type_transaction,fk_gestionnaire,fk_compte,fk_statut,fk_date,montant_transaction,frais_transaction,solde,nombre_operations,date_interaction
50166,5878321211,28,2,3,20012,62936161519,1,2025-05-31,747617,11335,280675,1,2025-05-31
50167,5878321211,7,1,7,20012,62936161519,1,2025-12-08,169215,3235,280675,1,2025-12-08
50168,5878321211,29,2,1,20012,62936161519,1,2026-02-11,964980,19262,280675,1,2026-02-11
50169,5878321211,11,1,11,20012,62936161519,1,2026-07-31,0,0,280675,1,2026-07-31
50170,5878321211,22,1,10,20012,62936161519,2,2025-11-06,0,0,280675,1,2025-11-06
50171,5878321211,22,1,11,20012,62936161519,1,2025-11-12,0,0,280675,1,2025-11-12
50172,5878321211,11,1,10,20012,62936161519,1,2026-01-27,0,0,280675,1,2026-01-27
50173,5878321211,32,2,9,20012,62936161519,1,2025-06-28,973676,2400,280675,1,2025-06-28
50174,5878321211,8,1,7,20012,62936161519,2,2024-02-25,261292,4657,280675,1,2024-02-25
50175,5878321211,6,2,2,20012,62936161519,2,2025-12-24,357410,6539,280675,1,2025-12-24
50176,5878321211,16,1,1,20012,62936161519,1,2025-02-17,1943420,33599,280675,1,2025-02-17
50177,5878321211,19,1,10,20012,62936161519,1,2026-04-30,0,0,280675,2,2026-04-30
50178,5878321211,16,1,9,20012,62936161519,1,2025-08-12,546791,5529,280675,1,2025-08-12
50179,5878321211,17,1,6,20012,62936161519,1,2026-02-23,704,10,280675,1,2026-02-23
50180,5878321211,14,1,9,20012,62936161519,1,2025-08-19,456377,857,280675,1,2025-08-19
50181,5878321211,31,2,3,20012,62936161519,1,2024-07-22,1328497,3349,280675,1,2024-07-22
50182,5878321211,15,1,8,20012,62936161519,1,2025-08-08,560426,5899,280675,1,2025-08-08
50183,5878321211,28,2,3,20012,62936161519,1,2024-11-26,3401651,35614,280675,1,2024-11-26
50184,5878321211,20,1,10,20012,62936161519,1,2026-02-05,0,0,280675,1,2026-02-05
50185,5878321211,21,1,11,20012,62936161519,1,2025-01-31,0,0,280675,1,2025-01-31
50186,5878321211,17,1,6,20012,62936161519,1,2026-06-02,15681,247,280675,1,2026-06-02
50187,5878321211,23,1,11,20012,62936161519,1,2026-04-29,0,0,280675,1,2026-04-29
50188,5878321211,7,1,7,20012,62936161519,1,2026-04-25,494930,4339,280675,1,2026-04-25
50189,5878321211,27,2,12,20012,62936161519,1,2025-10-08,53275,325,280675,1,2025-10-08
50190,5878321211,17,1,10,20012,62936161519,1,2024-10-31,0,0,280675,1,2024-10-31
50191,5878321211,27,2,4,20012,62936161519,1,2026-09-16,1577314,5830,280675,1,2026-09-16
50192,5878321211,11,1,3,20012,62936161519,1,2026-07-13,4561574,20866,280675,1,2026-07-13
50193,5878321211,3,1,2,20012,62936161519,1,2025-01-01,612880,3294,280675,1,2025-01-01
50194,5878321211,16,2,9,20012,62936161519,1,2025-05-21,771336,544,280675,3,2025-05-21
50195,5878321211,11,1,11,20012,62936161519,1,2026-02-17,0,0,280675,1,2026-02-17
50196,5878321211,3,2,1,20012,62936161519,1,2026-04-29,101981,1812,280675,1,2026-04-29
50197,5878321211,24,2,12,20012,62936161519,1,2024-06-25,47485,519,280675,1,2024-06-25
50198,5878321211,13,1,2,20012,62936161519,1,2024-12-17,830399,11866,280675,2,2024-12-17
50199,5878321211,18,1,3,20012,62936161519,1,2026-07-22,4071524,15014,280675,1,2026-07-22
50200,5878321211,30,2,8,20012,62936161519,3,2026-01-23,716793,11886,280675,1,2026-01-23
50201,5878321211,10,1,3,20012,62936161519,1,2025-03-12,542829,130,280675,1,2025-03-12
50202,5878321211,20,2,5,20012,62936161519,1,2024-10-18,84017,234,280675,1,2024-10-18
50203,5878321211,31,2,8,20012,62936161519,1,2025-08-08,699933,10324,280675,1,2025-08-08
50204,5878321211,10,1,10,20012,62936161519,1,2024-12-27,0,0,280675,1,2024-12-27
50205,5878321211,26,2,12,20012,62936161519,3,2024-03-07,75792,511,280675,1,2024-03-07
50206,5878321211,15,1,7,20012,62936161519,1,2026-01-27,287153,729,280675,1,2026-01-27
50207,5878321211,7,2,10,20012,62936161519,1,2025-06-27,0,0,280675,1,2025-06-27
50208,5878321211,26,2,4,20012,62936161519,1,2026-05-27,4605983,50760,280675,1,2026-05-27
50209,5878321211,19,2,3,20012,62936161519,1,2025-06-10,2395573,7804,280675,1,2025-06-10
50210,5445011653,12,1,11,20054,63538744525,1,2024-11-15,0,0,226177,3,2024-11-15
50211,5445011653,18,2,3,20054,63538744525,1,2025-06-06,114871,1606,226177,1,2025-06-06
50212,5445011653,1,2,10,20054,63538744525,1,2026-01-02,0,0,226177,1,2026-01-02
50213,5445011653,11,1,10,20054,63538744525,1,2024-07-29,0,0,226177,1,2024-07-29
50214,5445011653,14,1,8,20054,63538744525,1,2024-10-02,699049,7520,226177,1,2024-10-02
50215,5445011653,26,2,4,20054,63538744525,3,2025-12-06,2762473,28363,226177,1,2025-12-06
50216,5445011653,29,2,3,20054,63538744525,2,2026-09-04,3505891,19355,226177,3,2026-09-04
50217,5445011653,9,1,10,20054,63538744525,4,2025-06-23,0,0,226177,1,2025-06-23
50218,5445011653,32,2,9,20054,63538744525,1,2024-02-27,494315,7896,226177,1,2024-02-27
50219,5445011653,11,1,10,20054,63538744525,1,2026-03-16,0,0,226177,1,2026-03-16
50220,5445011653,8,2,10,20054,63538744525,1,2025-08-14,0,0,226177,1,2025-08-14
50221,8340080597,20,1,10,20038,73325481657,1,2024-02-21,0,0,729863,1,2024-02-21
50222,8340080597,23,1,11,20038,58663987907,1,2024-05-23,0,0,926206,1,2024-05-23
50223,8340080597,30,1,3,20038,58663987907,1,2026-06-16,2659298,28631,926206,1,2026-06-16
50224,8340080597,20,1,3,20038,73325481657,1,2025-10-04,4476631,30714,729863,1,2025-10-04
50225,8340080597,7,1,2,20038,56598431015,1,2026-02-26,909974,17828,956877,1,2026-02-26
50226,8340080597,17,2,3,20038,56598431015,1,2025-04-15,1026980,16394,956877,1,2025-04-15
50227,8340080597,21,1,11,20038,58663987907,1,2026-03-28,0,0,926206,1,2026-03-28
50228,8340080597,9,1,7,20038,56598431015,1,2026-05-17,125137,1743,956877,1,2026-05-17
50229,8340080597,23,1,10,20038,56598431015,1,2025-02-13,0,0,956877,1,2025-02-13
50230,8340080597,22,1,11,20038,56598431015,1,2026-03-09,0,0,956877,1,2026-03-09
50231,8340080597,15,2,1,20038,73325481657,1,2026-01-12,1799516,9919,729863,1,2026-01-12
50232,8340080597,16,1,8,20038,73325481657,1,2025-05-07,494439,3782,729863,2,2025-05-07
50233,8340080597,5,1,3,20038,58663987907,1,2024-07-03,1693727,6630,926206,1,2024-07-03
50234,2917707972,26,2,4,20053,65439838167,1,2024-12-02,4541985,41895,842904,1,2024-12-02
50235,2917707972,10,1,3,20053,65439838167,1,2024-08-30,1782371,22070,842904,1,2024-08-30
50236,2917707972,8,1,7,20053,65439838167,1,2024-10-02,489318,1329,842904,1,2024-10-02
50237,2917707972,32,2,8,20053,65439838167,1,2025-05-20,987752,6647,842904,1,2025-05-20
50238,2917707972,1,2,12,20053,65439838167,1,2024-03-28,53739,618,842904,1,2024-03-28
50239,2917707972,7,1,2,20053,65439838167,1,2025-07-18,157597,449,842904,3,2025-07-18
50240,2917707972,20,1,3,20053,65439838167,5,2026-04-02,340540,2169,842904,1,2026-04-02
50241,2917707972,5,1,3,20053,65439838167,1,2024-10-30,1997194,30304,842904,1,2024-10-30
50242,2917707972,22,1,11,20053,65439838167,1,2026-02-09,0,0,842904,1,2026-02-09
50243,6412725915,19,1,6,20076,47533077637,1,2024-11-11,18704,207,2166592,1,2024-11-11
50244,6412725915,3,2,12,20076,41558096730,2,2026-09-19,26365,204,590625,1,2026-09-19
50245,6412725915,5,2,2,20076,41558096730,4,2025-09-18,44292,63,590625,1,2025-09-18
50246,6412725915,1,2,3,20076,41558096730,1,2025-12-30,2995064,9828,590625,1,2025-12-30
50247,3036943262,31,2,3,20063,55166704771,1,2026-07-03,3902435,54609,319952,1,2026-07-03
50248,3036943262,23,1,11,20063,55166704771,1,2026-06-15,0,0,319952,2,2026-06-15
50249,3036943262,26,2,12,20063,55166704771,1,2026-01-05,92497,1024,319952,1,2026-01-05
50250,3639622494,9,1,10,20015,26710406729,1,2025-07-09,0,0,112936,3,2025-07-09
50251,3639622494,15,1,7,20015,26710406729,2,2025-09-28,246998,4410,112936,1,2025-09-28
50252,3639622494,9,2,2,20015,26710406729,1,2026-03-24,311393,4781,112936,1,2026-03-24
50253,3639622494,26,2,4,20015,26710406729,1,2026-06-19,3134252,43016,112936,1,2026-06-19
50254,3639622494,3,1,12,20015,26710406729,1,2025-03-12,23687,188,112936,1,2025-03-12
50255,3639622494,5,2,12,20015,26710406729,2,2024-09-14,41539,195,112936,1,2024-09-14
50256,3639622494,3,2,10,20015,26710406729,1,2025-07-04,0,0,112936,1,2025-07-04
50257,3639622494,3,2,1,20015,26710406729,1,2025-11-19,1061014,13406,112936,1,2025-11-19
50258,3639622494,32,2,9,20015,26710406729,1,2026-02-15,11180,221,112936,3,2026-02-15
50259,3639622494,8,1,2,20015,26710406729,1,2025-11-14,939550,8660,112936,1,2025-11-14
50260,3639622494,10,1,10,20015,26710406729,1,2025-07-02,0,0,112936,1,2025-07-02
50261,3639622494,8,2,2,20015,26710406729,1,2025-04-02,390514,2487,112936,1,2025-04-02
50262,3639622494,8,1,2,20015,26710406729,1,2026-02-06,58539,506,112936,1,2026-02-06
50263,3639622494,8,2,2,20015,26710406729,1,2025-01-29,799661,4190,112936,1,2025-01-29
50264,3639622494,27,2,13,20015,26710406729,1,2025-08-22,1477436,13067,112936,1,2025-08-22
50265,3639622494,6,2,7,20015,26710406729,1,2025-05-03,253272,2080,112936,1,2025-05-03
50266,3639622494,3,2,1,20015,26710406729,1,2025-01-04,275274,1950,112936,1,2025-01-04
50267,3639622494,31,2,3,20015,26710406729,1,2025-06-24,463070,1980,112936,1,2025-06-24
50268,3639622494,15,1,6,20015,26710406729,1,2024-06-09,5060,57,112936,1,2024-06-09
50269,3639622494,14,1,1,20015,26710406729,1,2025-01-03,1938142,15884,112936,1,2025-01-03
50270,3639622494,8,1,10,20015,26710406729,1,2026-01-15,0,0,112936,1,2026-01-15
50271,3639622494,29,1,1,20015,26710406729,5,2024-08-15,1202630,2060,112936,1,2024-08-15
50272,3639622494,10,1,3,20015,26710406729,1,2025-12-09,1090909,14985,112936,3,2025-12-09
50273,3639622494,18,1,6,20015,26710406729,1,2025-06-02,10730,3,112936,1,2025-06-02
50274,3639622494,20,1,6,20015,26710406729,1,2025-03-18,16440,80,112936,1,2025-03-18
50275,3639622494,29,2,1,20015,26710406729,1,2025-10-02,876526,14972,112936,1,2025-10-02
50276,3639622494,2,2,3,20015,26710406729,1,2024-01-16,803824,4572,112936,1,2024-01-16
50277,3639622494,7,1,7,20015,26710406729,1,2026-02-13,294161,4206,112936,1,2026-02-13
50278,3639622494,13,1,8,20015,26710406729,1,2025-09-17,403313,1231,112936,1,2025-09-17
50279,3639622494,4,1,12,20015,26710406729,1,2024-08-08,75701,1010,112936,1,2024-08-08
50280,3639622494,2,2,10,20015,26710406729,1,2024-11-26,0,0,112936,1,2024-11-26
50281,3639622494,3,2,3,20015,26710406729,1,2025-02-15,2449918,15339,112936,1,2025-02-15
50282,3639622494,9,1,10,20015,26710406729,1,2026-03-24,0,0,112936,1,2026-03-24
50283,3639622494,12,1,3,20015,26710406729,1,2024-04-19,4905459,81118,112936,1,2024-04-19
50284,3639622494,3,1,4,20015,26710406729,1,2026-04-17,400612,6524,112936,1,2026-04-17
50285,3639622494,20,1,3,20015,26710406729,1,2025-12-06,4702907,10254,112936,1,2025-12-06
50286,3639622494,29,2,12,20015,26710406729,2,2024-07-17,45001,118,112936,1,2024-07-17
50287,3639622494,6,2,10,20015,26710406729,1,2026-06-17,0,0,112936,1,2026-06-17
50288,3639622494,5,2,4,20015,26710406729,1,2024-11-19,1215892,22019,112936,1,2024-11-19
50289,3639622494,17,1,10,20015,26710406729,2,2026-08-14,0,0,112936,1,2026-08-14
50290,3639622494,23,1,11,20015,26710406729,1,2026-07-02,0,0,112936,1,2026-07-02
50291,3639622494,28,2,12,20015,26710406729,1,2025-01-27,12201,1,112936,1,2025-01-27
50292,3639622494,11,1,5,20015,26710406729,1,2025-03-05,251059,4733,112936,1,2025-03-05
50293,3639622494,10,1,11,20015,26710406729,1,2024-09-09,0,0,112936,1,2024-09-09
50294,3639622494,27,1,4,20015,26710406729,1,2024-12-06,1368975,18251,112936,1,2024-12-06
50295,3639622494,5,2,2,20015,26710406729,1,2025-01-09,531575,5440,112936,1,2025-01-09
50296,3639622494,13,2,8,20015,26710406729,1,2025-01-07,160680,1382,112936,1,2025-01-07
50297,3639622494,16,1,9,20015,26710406729,1,2024-11-06,72124,34,112936,1,2024-11-06
50298,3639622494,21,1,11,20015,26710406729,1,2026-04-02,0,0,112936,1,2026-04-02
50299,3639622494,1,2,12,20015,26710406729,1,2026-09-04,77981,1198,112936,1,2026-09-04
50300,3639622494,17,1,5,20015,26710406729,1,2024-09-04,184438,2633,112936,1,2024-09-04
50301,3639622494,5,2,3,20015,26710406729,1,2025-04-16,2105888,10018,112936,1,2025-04-16
50302,3639622494,31,2,8,20015,26710406729,1,2026-06-16,926366,15498,112936,1,2026-06-16
50303,3639622494,27,1,4,20015,26710406729,1,2024-02-15,4853889,11689,112936,1,2024-02-15
50304,3639622494,3,2,12,20015,26710406729,1,2025-03-06,65372,194,112936,2,2025-03-06
50305,7876264452,20,1,5,20053,52192994245,1,2026-09-02,270280,4927,1019766,1,2026-09-02
50306,7876264452,17,1,10,20053,52192994245,2,2025-06-21,0,0,1019766,1,2025-06-21
50307,7876264452,22,1,11,20053,52192994245,1,2025-04-13,0,0,1019766,1,2025-04-13
50308,7876264452,6,1,10,20053,52192994245,1,2025-08-15,0,0,1019766,1,2025-08-15
50309,7876264452,9,1,2,20053,52192994245,1,2024-01-24,30955,155,1019766,1,2024-01-24
50310,7876264452,29,2,1,20053,52192994245,1,2024-07-05,367108,6776,1019766,1,2024-07-05
50311,7876264452,3,1,2,20053,52192994245,1,2024-08-10,389928,7757,1019766,1,2024-08-10
50312,7876264452,14,2,6,20053,52192994245,1,2026-06-16,10523,201,1019766,1,2026-06-16
50313,7876264452,26,2,4,20053,52192994245,1,2026-05-30,3659031,20240,1019766,1,2026-05-30
50314,7876264452,10,1,10,20053,52192994245,1,2024-09-01,0,0,1019766,1,2024-09-01
50315,7876264452,9,1,7,20053,52192994245,1,2024-04-24,84691,623,1019766,1,2024-04-24
50316,7876264452,11,1,10,20053,52192994245,1,2025-09-12,0,0,1019766,1,2025-09-12
50317,7876264452,1,2,4,20053,52192994245,1,2026-06-19,4994987,65070,1019766,1,2026-06-19
50318,7876264452,14,1,7,20053,52192994245,3,2024-07-15,242311,2771,1019766,1,2024-07-15
50319,7876264452,22,1,10,20053,52192994245,1,2025-06-24,0,0,1019766,1,2025-06-24
50320,7876264452,22,1,11,20053,52192994245,1,2026-01-05,0,0,1019766,1,2026-01-05
50321,7876264452,27,1,4,20053,52192994245,1,2026-03-25,2366216,31789,1019766,1,2026-03-25
50322,8932079207,5,2,12,20008,62447750315,1,2024-02-12,81179,992,2122350,1,2024-02-12
50323,8932079207,10,1,11,20008,62447750315,1,2025-05-27,0,0,2122350,1,2025-05-27
50324,8932079207,2,2,2,20008,62447750315,1,2026-08-11,184159,268,2122350,1,2026-08-11
50325,8932079207,27,2,12,20008,62447750315,1,2026-04-28,43024,792,2122350,1,2026-04-28
50326,8932079207,32,2,3,20008,62447750315,1,2026-09-17,3881877,68915,2122350,1,2026-09-17
50327,8932079207,21,1,10,20008,62447750315,1,2025-03-21,0,0,2122350,1,2025-03-21
50328,8932079207,24,2,4,20008,62447750315,2,2026-01-27,2730251,1484,2122350,1,2026-01-27
50329,8932079207,3,2,2,20008,62447750315,3,2026-08-27,997824,5478,2122350,1,2026-08-27
50330,8932079207,29,2,12,20008,62447750315,1,2026-01-05,47622,896,2122350,1,2026-01-05
50331,8932079207,15,1,8,20008,62447750315,1,2025-10-30,503130,9351,2122350,1,2025-10-30
50332,8932079207,24,2,4,20008,62447750315,2,2026-04-09,1892901,13487,2122350,1,2026-04-09
50333,8932079207,13,1,1,20008,62447750315,1,2026-03-27,873847,6336,2122350,1,2026-03-27
50334,4318373264,14,1,1,20065,84770172178,1,2024-07-22,1694095,12800,994493,1,2024-07-22
50335,4318373264,25,2,12,20065,84770172178,1,2024-05-05,97263,798,994493,1,2024-05-05
50336,4318373264,8,1,2,20065,84770172178,1,2026-07-20,810526,15149,994493,1,2026-07-20
50337,4318373264,16,1,9,20065,84770172178,2,2024-02-23,558148,7194,994493,1,2024-02-23
50338,4318373264,25,2,13,20065,84770172178,1,2024-04-22,230234,4174,994493,1,2024-04-22
50339,4318373264,19,1,3,20065,84770172178,1,2024-07-09,3635537,11124,994493,1,2024-07-09
50340,4318373264,14,1,7,20065,84770172178,2,2026-08-04,31574,387,994493,1,2026-08-04
50341,4318373264,30,1,3,20065,84770172178,1,2025-11-18,3709000,71367,994493,1,2025-11-18
50342,4318373264,27,2,12,20065,84770172178,1,2024-11-23,46634,768,994493,1,2024-11-23
50343,4318373264,21,1,10,20065,84770172178,1,2024-04-10,0,0,994493,1,2024-04-10
50344,4318373264,6,1,7,20065,84770172178,4,2026-05-01,207736,3876,994493,1,2026-05-01
50345,4318373264,20,1,3,20065,84770172178,1,2025-08-19,3683753,9117,994493,1,2025-08-19
50346,4318373264,2,1,4,20065,84770172178,1,2025-01-30,519864,7134,994493,1,2025-01-30
50347,4318373264,18,1,5,20065,84770172178,1,2025-04-12,257905,211,994493,1,2025-04-12
50348,4318373264,29,1,12,20065,84770172178,1,2025-05-22,34032,62,994493,1,2025-05-22
50349,6829670638,21,1,11,20079,96263758942,1,2024-09-10,0,0,4919868,1,2024-09-10
50350,6829670638,13,1,1,20079,96263758942,1,2024-08-26,1186816,18203,4919868,1,2024-08-26
50351,7943438317,1,2,12,20078,57725198894,4,2025-10-23,50836,2,315497,1,2025-10-23
50352,7943438317,10,1,3,20078,57725198894,1,2026-06-17,1582652,5750,315497,1,2026-06-17
50353,7943438317,7,2,2,20078,57725198894,1,2024-02-14,902161,1343,315497,1,2024-02-14
50354,7943438317,23,1,10,20078,57725198894,1,2024-03-18,0,0,315497,1,2024-03-18
50355,7943438317,15,1,7,20078,57725198894,1,2025-01-02,110621,41,315497,1,2025-01-02
50356,7943438317,24,2,4,20078,57725198894,1,2024-07-17,2727087,45682,315497,1,2024-07-17
50357,7943438317,27,2,13,20078,57725198894,1,2026-07-16,61872,434,315497,1,2026-07-16
50358,7943438317,13,1,9,20078,57725198894,1,2026-02-26,261690,1036,315497,1,2026-02-26
50359,7943438317,1,2,10,20078,57725198894,1,2026-01-24,0,0,315497,1,2026-01-24
50360,7943438317,19,1,3,20078,57725198894,1,2025-04-14,1536604,9296,315497,1,2025-04-14
50361,7943438317,16,1,2,20078,57725198894,1,2026-05-26,31967,554,315497,1,2026-05-26
50362,7943438317,2,2,10,20078,57725198894,3,2026-08-22,0,0,315497,1,2026-08-22
50363,7943438317,4,2,10,20078,57725198894,1,2026-04-06,0,0,315497,1,2026-04-06
50364,7943438317,29,2,3,20078,57725198894,4,2026-06-24,581589,1395,315497,1,2026-06-24
50365,7943438317,4,2,4,20078,57725198894,1,2026-03-05,4884086,5093,315497,3,2026-03-05
50366,7943438317,9,2,10,20078,57725198894,1,2024-03-25,0,0,315497,1,2024-03-25
50367,7943438317,10,1,3,20078,57725198894,1,2025-09-04,1454447,1798,315497,1,2025-09-04
50368,7943438317,10,1,10,20078,57725198894,1,2024-10-31,0,0,315497,1,2024-10-31
50369,7943438317,12,1,10,20078,57725198894,1,2026-07-15,0,0,315497,1,2026-07-15
50370,7943438317,28,1,1,20078,57725198894,1,2026-01-13,1180231,22702,315497,1,2026-01-13
50371,7943438317,32,2,8,20078,57725198894,1,2024-06-29,359267,5043,315497,1,2024-06-29
50372,7943438317,12,1,5,20078,57725198894,1,2026-09-21,218355,3760,315497,1,2026-09-21
50373,4608319860,7,1,10,20021,96486911686,5,2026-01-08,0,0,5046321,1,2026-01-08
50374,4608319860,23,1,10,20021,96486911686,1,2026-05-21,0,0,5046321,1,2026-05-21
50375,4608319860,16,1,6,20021,96486911686,1,2025-01-02,14423,269,5046321,1,2025-01-02
50376,4608319860,27,2,13,20021,96486911686,1,2026-08-17,1308878,18309,5046321,1,2026-08-17
50377,4608319860,16,1,6,20021,96486911686,1,2025-12-09,5663,65,5046321,1,2025-12-09
50378,4608319860,18,2,6,20021,96486911686,1,2026-08-25,2337,24,5046321,1,2026-08-25
50379,5688525242,1,1,1,20043,44308428798,1,2024-10-03,506303,4307,1532325,1,2024-10-03
50380,5688525242,23,1,11,20043,44308428798,1,2024-10-31,0,0,1532325,1,2024-10-31
50381,5688525242,18,1,5,20043,44308428798,1,2025-06-07,34083,183,1532325,1,2025-06-07
50382,5688525242,30,1,8,20043,44308428798,1,2026-04-04,192371,2272,1532325,1,2026-04-04
50383,5688525242,23,1,11,20043,44308428798,1,2025-07-06,0,0,1532325,1,2025-07-06
50384,5688525242,9,1,10,20043,44308428798,2,2026-01-03,0,0,1532325,1,2026-01-03
50385,5688525242,30,2,3,20043,44308428798,1,2025-07-17,2128566,8893,1532325,3,2025-07-17
50386,5688525242,31,1,9,20043,44308428798,2,2026-08-26,44443,108,1532325,1,2026-08-26
50387,5688525242,10,1,10,20043,44308428798,1,2026-09-23,0,0,1532325,1,2026-09-23
50388,5688525242,9,2,7,20043,44308428798,1,2026-08-29,125597,2407,1532325,1,2026-08-29
50389,5688525242,2,2,4,20043,44308428798,1,2025-06-12,1923360,20760,1532325,1,2025-06-12
50390,5688525242,24,2,4,20043,44308428798,1,2025-06-28,2817690,53655,1532325,1,2025-06-28
50391,5688525242,5,1,12,20043,44308428798,1,2026-05-21,31809,161,1532325,1,2026-05-21
50392,6600459621,15,1,8,20022,82965851075,1,2025-02-07,420255,1378,633774,1,2025-02-07
50393,6600459621,32,2,8,20022,82965851075,1,2025-03-28,34419,570,633774,1,2025-03-28
50394,6600459621,3,1,1,20022,82965851075,2,2026-05-08,1967818,23048,633774,1,2026-05-08
50395,7731242795,25,2,12,20076,18010812816,1,2026-02-26,91549,561,110524,1,2026-02-26
50396,7731242795,21,1,11,20076,18010812816,1,2026-02-13,0,0,110524,1,2026-02-13
50397,7731242795,28,2,3,20076,15566770683,1,2024-12-28,3162431,2569,601538,1,2024-12-28
50398,7731242795,30,2,3,20076,18010812816,1,2026-08-28,652373,8613,110524,1,2026-08-28
50399,7731242795,9,1,7,20076,18010812816,1,2026-09-03,139565,2658,110524,1,2026-09-03
50400,7731242795,16,1,1,20076,15566770683,1,2026-07-07,826212,6171,601538,1,2026-07-07
50401,7731242795,17,1,6,20076,15566770683,2,2026-05-25,17203,197,601538,1,2026-05-25
50402,7731242795,11,1,10,20076,15566770683,1,2025-07-03,0,0,601538,1,2025-07-03
50403,7731242795,3,2,3,20076,18010812816,1,2026-06-21,2960076,37840,110524,1,2026-06-21
50404,7731242795,11,1,10,20076,15566770683,1,2025-08-13,0,0,601538,1,2025-08-13
50405,7731242795,29,2,1,20076,15566770683,1,2024-03-23,1765255,12691,601538,1,2024-03-23
50406,7731242795,11,1,5,20076,18010812816,1,2024-11-29,35804,407,110524,1,2024-11-29
50407,7731242795,13,1,7,20076,18010812816,1,2025-12-17,400872,1979,110524,1,2025-12-17
50408,7731242795,9,1,10,20076,18010812816,1,2024-04-10,0,0,110524,1,2024-04-10
50409,7731242795,26,1,13,20076,15566770683,1,2024-07-29,174429,2831,601538,1,2024-07-29
50410,7731242795,32,1,9,20076,15566770683,1,2025-04-01,99097,1349,601538,1,2025-04-01
50411,2058257145,3,1,4,20026,58304428726,1,2025-01-02,3315365,49324,73347,1,2025-01-02
50412,2058257145,21,1,11,20026,58304428726,1,2024-11-22,0,0,73347,1,2024-11-22
50413,2058257145,32,2,8,20026,58304428726,1,2026-07-16,986410,6014,73347,1,2026-07-16
50414,2058257145,19,1,10,20026,58304428726,1,2024-12-16,0,0,73347,1,2024-12-16
50415,7931791756,2,2,12,20077,81496822268,1,2025-12-30,48773,497,35049,1,2025-12-30
50416,3498614088,31,2,9,20009,30369386010,1,2024-09-14,412293,8235,10781,1,2024-09-14
50417,3498614088,19,1,3,20009,30369386010,1,2025-08-27,2743740,46976,10781,1,2025-08-27
50418,3498614088,24,2,4,20009,30369386010,1,2026-03-05,4402959,74404,10781,1,2026-03-05
50419,3498614088,26,2,4,20009,30369386010,1,2025-04-27,1478677,17873,10781,1,2025-04-27
50420,3498614088,1,2,12,20009,30369386010,1,2026-01-09,50819,836,10781,1,2026-01-09
50421,3498614088,23,1,10,20009,30369386010,3,2026-07-07,0,0,10781,1,2026-07-07
50422,4027789461,4,2,12,20022,33460806387,1,2025-02-08,49641,929,137596150,1,2025-02-08
50423,4027789461,25,2,13,20022,33460806387,1,2025-05-10,386166,3706,137596150,1,2025-05-10
50424,4027789461,13,1,9,20022,33460806387,1,2025-03-25,569976,10568,137596150,1,2025-03-25
50425,4027789461,8,1,7,20022,33460806387,1,2026-07-03,10772,87,137596150,1,2026-07-03
50426,4027789461,8,1,2,20022,33460806387,1,2025-08-04,724142,2073,137596150,1,2025-08-04
50427,4027789461,6,1,2,20022,33460806387,1,2024-05-06,285698,2435,137596150,1,2024-05-06
50428,4027789461,13,1,2,20022,33460806387,1,2024-04-20,552412,5299,137596150,1,2024-04-20
50429,4027789461,7,1,2,20022,33460806387,1,2024-01-08,331454,2817,137596150,1,2024-01-08
50430,4027789461,23,1,10,20022,33460806387,1,2024-09-19,0,0,137596150,1,2024-09-19
50431,4027789461,6,1,2,20022,33460806387,1,2025-12-26,678452,7288,137596150,1,2025-12-26
50432,4027789461,20,2,6,20022,33460806387,1,2025-06-14,14828,25,137596150,1,2025-06-14
50433,4027789461,4,2,12,20022,33460806387,1,2025-09-12,34541,639,137596150,1,2025-09-12
50434,4027789461,16,1,9,20022,33460806387,1,2026-03-06,990067,19775,137596150,1,2026-03-06
50435,4027789461,10,1,11,20022,33460806387,2,2025-07-04,0,0,137596150,1,2025-07-04
50436,4027789461,7,1,10,20022,33460806387,1,2026-01-29,0,0,137596150,1,2026-01-29
50437,4027789461,19,1,10,20022,33460806387,1,2024-10-13,0,0,137596150,1,2024-10-13
50438,4027789461,22,1,11,20022,33460806387,1,2026-08-20,0,0,137596150,1,2026-08-20
50439,4027789461,20,1,3,20022,33460806387,1,2025-10-22,2606255,48166,137596150,1,2025-10-22
50440,4027789461,23,1,11,20022,33460806387,1,2025-03-11,0,0,137596150,1,2025-03-11
50441,4027789461,20,1,6,20022,33460806387,1,2024-09-21,5673,56,137596150,1,2024-09-21
50442,4027789461,5,2,1,20022,33460806387,1,2026-07-07,28886,97,137596150,1,2026-07-07
50443,4027789461,10,1,11,20022,33460806387,1,2025-10-29,0,0,137596150,1,2025-10-29
50444,4027789461,12,1,3,20022,33460806387,1,2025-01-14,328187,3894,137596150,1,2025-01-14
50445,4027789461,7,1,10,20022,33460806387,1,2026-05-16,0,0,137596150,1,2026-05-16
50446,4027789461,5,1,10,20022,33460806387,1,2025-08-12,0,0,137596150,1,2025-08-12
50447,4027789461,24,2,4,20022,33460806387,1,2025-11-04,227994,3664,137596150,1,2025-11-04
50448,4027789461,8,1,10,20022,33460806387,1,2025-06-01,0,0,137596150,1,2025-06-01
50449,4027789461,12,1,3,20022,33460806387,1,2025-12-12,19405,183,137596150,1,2025-12-12
50450,4027789461,4,2,2,20022,33460806387,1,2025-04-13,408012,6756,137596150,1,2025-04-13
